ID,CHAMP,HT,AT,HG,AG,RSL,MDATE,RD,HODD,DODD,AODD,YEAR,TG
I3Fzmwna,23,78,72,1,1,D,2009-03-01,25,2.49,3.14,2.91,2008,2
I7LsrNj7,23,88,82,2,3,A,2009-04-12,30,3.83,3.28,1.98,2008,5
I9fxPGhd,23,84,89,2,1,H,2009-04-25,33,1.56,3.78,6.14,2008,3
Ict3Un3i,23,67,74,3,1,H,2008-11-29,13,3.12,3.22,2.27,2008,4
IeepdM6g,23,84,78,1,1,D,2008-12-14,15,2.19,3.23,3.28,2008,2
Ii3dpafA,23,88,68,0,3,A,2009-04-23,32,2.86,3.22,2.46,2008,3
IkMgasXE,23,68,89,3,4,A,2008-11-16,11,1.67,3.53,5.26,2008,7
IoQH0hOo,23,67,64,1,1,D,2009-02-22,24,2.05,3.30,3.57,2008,2
IRZOwhUQ,23,68,82,3,0,H,2009-05-03,34,2.79,3.30,2.45,2008,3
IuD1f0y6,23,73,79,2,0,H,2008-12-14,15,1.68,3.55,5.14,2008,2
Iw7R3F58,23,68,67,1,1,D,2008-09-20,3,2.21,3.19,3.27,2008,2
j3rxpVmk,23,87,80,2,2,D,2009-03-15,27,2.96,3.22,2.38,2008,4
j5cPVvoG,23,76,75,2,4,A,2009-04-26,33,2.55,3.24,2.74,2008,6
jau0h6nC,23,68,71,1,2,A,2008-09-27,5,4.67,3.51,1.74,2008,3
jcX35YCT,23,78,76,1,1,D,2009-01-11,18,1.79,3.44,4.53,2008,2
jgR1XNRN,23,67,89,1,0,H,2009-05-23,37,1.58,3.82,5.66,2008,1
jiWDLZ8m,23,78,71,1,2,A,2009-02-01,21,6.11,3.65,1.58,2008,3
jm2x6vX8,23,80,87,0,1,A,2008-10-26,8,1.33,4.68,8.95,2008,1
jRtiIWxe,23,75,67,2,1,H,2009-05-03,34,2.14,3.29,3.36,2008,3
jyIUcj84,23,75,78,1,0,H,2009-02-22,24,2.43,3.23,2.88,2008,1
jyVBiyZP,23,79,76,0,1,A,2008-08-31,1,1.91,3.26,4.07,2008,1
K2VnUgC6,23,68,85,1,0,H,2008-08-30,1,2.02,3.21,3.78,2008,1
K4P7q3rk,23,71,81,3,3,D,2009-05-10,35,1.25,5.65,11.38,2008,6
K86TGgzL,23,87,82,0,2,A,2008-09-25,4,4.28,3.34,1.85,2008,2
K8nTthbe,23,89,81,1,2,A,2008-09-21,3,3.15,3.24,2.22,2008,3
K8yBNjNb,23,73,84,3,0,H,2009-05-30,38,1.28,5.08,10.73,2008,3
KCNZaCzi,23,72,71,2,3,A,2009-01-11,18,7.89,4.34,1.41,2008,5
KhgSLUiB,23,68,87,3,0,H,2009-05-31,38,1.69,3.77,4.66,2008,3
KKMxb6h3,23,67,84,2,2,D,2008-10-05,6,2.03,3.26,3.63,2008,4
KKNMWmZb,23,72,73,0,0,D,2008-11-09,10,3.25,3.19,2.24,2008,0
KlqazYHd,23,64,74,2,5,A,2009-03-14,27,3.33,3.32,2.15,2008,7
KlwmNYaR,23,74,71,2,6,A,2009-05-02,34,2.68,3.33,2.54,2008,8
KMOiM0s8,23,81,76,2,1,H,2009-04-23,32,1.63,3.59,5.68,2008,3
KSBaEb2i,23,85,74,1,0,H,2008-11-15,11,3.97,3.24,1.95,2008,1
Kv4NtbLO,23,76,72,1,0,H,2008-12-14,15,2.31,3.20,3.05,2008,1
KvjhkAF9,23,85,78,0,1,A,2009-01-04,17,2.02,3.29,3.65,2008,1
KW3m4aZ3,23,73,81,3,2,H,2009-03-15,27,2.03,3.38,3.60,2008,5
KYE1VIFS,23,67,81,1,2,A,2009-04-26,33,2.23,3.29,3.15,2008,3
KYjDVVyn,23,88,87,2,1,H,2009-05-17,36,2.34,3.40,2.86,2008,3
l2d3S7jH,23,69,67,1,1,D,2009-05-16,36,1.90,3.43,3.95,2008,2
l2nYkSLH,23,84,64,2,1,H,2009-01-25,20,2.11,3.25,3.43,2008,3
l4ABd4xM,23,80,64,4,0,H,2008-10-05,6,1.45,4.18,7.12,2008,4
l8JGOKu5,23,72,68,1,0,H,2009-03-22,28,2.10,3.24,3.45,2008,1
lbtPBNsi,23,71,82,4,0,H,2008-12-06,14,1.50,4.05,6.23,2008,4
lGRBc3i5,23,72,84,3,1,H,2008-11-23,12,2.28,3.19,3.12,2008,4
lIvnUTL4,23,89,76,1,0,H,2009-05-17,36,2.20,3.36,3.13,2008,1
lj7sQvNj,23,71,78,1,1,D,2008-09-13,2,1.30,4.87,10.74,2008,2
ljqPUbrl,23,85,76,1,1,D,2008-10-19,7,1.81,3.37,4.41,2008,2
lOsoQU8e,23,72,87,2,3,A,2009-04-22,32,2.03,3.33,3.61,2008,5
lrf1nbFF,23,68,79,2,0,H,2009-04-26,33,1.99,3.35,3.70,2008,2
lSgVYjQM,23,76,88,2,0,H,2009-01-18,19,2.14,3.14,3.52,2008,2
ltLyWcnC,23,64,80,1,2,A,2009-02-28,25,2.92,3.22,2.43,2008,3
lUliC8yO,23,72,80,0,0,D,2009-05-16,36,2.94,3.31,2.33,2008,0
lv2Tgcn6,23,84,85,3,2,H,2009-02-15,23,2.06,3.33,3.51,2008,5
lYpJ3XT3,23,67,72,3,0,H,2009-05-10,35,2.06,3.26,3.60,2008,3
lztJ3EO6,23,79,67,2,2,D,2009-02-01,21,2.12,3.24,3.41,2008,4
M3QeyE2j,23,82,76,1,1,D,2009-03-14,27,1.83,3.38,4.43,2008,2
M5ZuLxuU,23,81,64,2,0,H,2009-03-21,28,1.71,3.45,4.93,2008,2
M9BJrxzf,23,73,75,2,0,H,2008-11-01,9,1.54,3.78,6.21,2008,2
MLllPzHE,23,80,88,4,3,H,2008-09-13,2,1.34,4.62,9.01,2008,7
MNSp1322,23,73,69,4,1,H,2008-11-16,11,1.60,3.66,5.54,2008,5
Ms1TQxOq,23,64,78,2,1,H,2009-04-26,33,2.19,3.23,3.32,2008,3
Mu0mVhWg,23,64,72,2,0,H,2008-11-16,11,2.12,3.19,3.51,2008,2
n3Z5Sl3j,23,85,79,1,3,A,2009-01-18,19,2.10,3.28,3.46,2008,4
n79Pelpt,23,75,79,3,3,D,2009-03-08,26,2.27,3.25,3.11,2008,6
nchmX8I1,23,85,67,1,0,H,2009-03-15,27,2.09,3.32,3.48,2008,1
ngz0GA77,23,81,80,0,2,A,2009-05-02,34,2.41,3.29,2.84,2008,2
niXP5JAU,23,71,87,6,0,H,2009-03-22,28,1.22,5.73,12.45,2008,6
nodVKt9q,23,74,69,1,0,H,2009-01-25,20,1.37,4.51,8.59,2008,1
nPpzKLqA,23,76,74,0,1,A,2009-04-18,31,6.23,3.90,1.53,2008,1
nTvmfaZD,23,74,73,1,1,D,2009-03-07,26,1.74,3.53,4.72,2008,2
nwYJQ42G,23,82,79,3,2,H,2008-11-30,13,1.76,3.43,4.63,2008,5
nXLmugoc,23,81,79,2,1,H,2008-10-04,6,1.58,3.68,5.92,2008,3
nyfJK2FA,23,75,72,1,1,D,2008-09-14,2,2.15,3.20,3.37,2008,2
O0jbgyHI,23,73,67,1,1,D,2009-02-15,23,1.67,3.58,5.16,2008,2
O8Brz30d,23,74,68,2,2,D,2008-10-05,6,1.29,5.50,9.55,2008,4
O8qZui1H,23,79,80,0,0,D,2008-09-21,3,3.09,3.19,2.30,2008,0
ObOMygB7,23,72,69,0,0,D,2008-09-24,4,2.16,3.24,3.29,2008,0
Obw07adM,23,89,84,2,1,H,2008-12-07,14,2.38,3.24,2.90,2008,3
OdQnPtBh,23,75,73,2,0,H,2009-03-22,28,2.97,3.27,2.30,2008,2
Of5hFI22,23,75,80,0,0,D,2008-12-21,16,3.64,3.24,2.07,2008,0
Oh4XlInJ,23,79,71,2,2,D,2009-02-14,23,5.86,3.74,1.59,2008,4
Oh6W3MUG,23,73,89,3,0,H,2009-04-18,31,1.34,4.72,8.93,2008,3
OhQ654DQ,23,74,85,2,0,H,2009-04-12,30,1.25,5.50,10.72,2008,2
OhUDY94n,23,75,64,3,3,D,2008-11-09,10,2.07,3.25,3.54,2008,6
OKUgB1C3,23,88,73,2,5,A,2008-12-06,14,3.28,3.15,2.21,2008,7
OpMwq3y1,23,81,87,0,2,A,2009-04-11,30,2.08,3.28,3.50,2008,2
OtGWmJWh,23,89,69,0,1,A,2009-03-01,25,2.58,3.22,2.71,2008,1
OWYnUPTj,23,88,76,2,1,H,2009-05-31,38,1.29,5.18,9.54,2008,3
OxH2GZKE,23,69,75,0,0,D,2008-09-21,3,1.94,3.26,3.97,2008,0
OxUBdlhN,23,80,73,1,0,H,2009-02-21,24,1.98,3.37,3.78,2008,1
p2V9Zkkt,23,69,68,1,0,H,2008-11-09,10,2.13,3.22,3.42,2008,1
p4puUIDe,23,71,84,5,0,H,2008-10-25,8,1.23,5.42,11.85,2008,5
p6Db3JNG,23,72,82,1,0,H,2009-02-08,22,2.62,3.27,2.60,2008,1
p8fu20aT,23,68,78,1,0,H,2009-04-19,31,2.07,3.30,3.54,2008,1
p8PIxZe1,23,67,73,1,2,A,2008-09-24,4,2.97,3.20,2.35,2008,3
pAg1DdXE,23,72,67,5,2,H,2008-12-21,16,2.32,3.29,2.93,2008,7
pfNZqqMf,23,71,76,2,0,H,2009-04-11,30,1.13,7.77,18.31,2008,2
pneo4I1L,23,76,82,1,1,D,2008-10-26,8,4.15,3.36,1.84,2008,2
ptQTB5mN,23,84,69,0,1,A,2008-11-30,13,2.13,3.18,3.39,2008,1
Q16E5sbP,23,80,81,1,0,H,2008-12-14,15,1.98,3.34,3.74,2008,1
Q1CY0OLs,23,78,79,2,3,A,2009-04-12,30,1.99,3.29,3.78,2008,5
Q1IE8dbb,23,73,64,2,3,A,2009-01-11,18,1.62,3.63,5.67,2008,5
Q5t8sy66,23,74,64,3,2,H,2008-10-26,8,1.25,5.29,10.98,2008,5
Qc8Tf8an,23,89,82,2,1,H,2009-03-08,26,3.03,3.28,2.30,2008,3
QFmNIh8r,23,79,73,0,2,A,2009-05-03,34,2.77,3.34,2.45,2008,2
QHOP8Tjh,23,80,78,0,2,A,2009-01-25,20,1.64,3.51,5.65,2008,2
QJRGgNba,23,81,72,1,1,D,2009-01-24,20,1.75,3.35,5.03,2008,2
QNHczHGA,23,76,80,0,1,A,2009-04-04,29,3.44,3.28,2.07,2008,1
QNKivD03,23,71,73,6,1,H,2008-10-04,6,1.59,3.81,5.69,2008,7
QolcHDND,23,71,67,1,1,D,2008-11-23,12,1.20,6.12,13.07,2008,2
QsQ3pqTr,23,84,88,3,1,H,2009-05-10,35,2.00,3.34,3.68,2008,4
QsYXXqcB,23,81,82,3,1,H,2009-05-23,37,2.38,3.42,2.80,2008,4
r5ofvEaE,23,89,87,2,0,H,2009-05-02,34,3.14,3.36,2.21,2008,2
raShyc14,23,88,78,0,2,A,2009-04-05,29,2.70,3.15,2.62,2008,2
rBr9mihJ,23,69,78,5,3,H,2009-03-08,26,2.16,3.20,3.41,2008,8
rcd7Nroj,23,73,80,0,1,A,2008-09-28,5,2.13,3.29,3.37,2008,1
rFp0jhec,23,64,82,3,2,H,2009-01-18,19,2.77,3.26,2.48,2008,5
rgZK99yn,23,85,68,1,1,D,2009-01-25,20,1.99,3.34,3.67,2008,2
rH5453Qj,23,68,88,0,1,A,2008-11-30,13,2.13,3.20,3.41,2008,1
rPUHad3E,23,88,81,0,1,A,2008-09-27,5,5.50,3.59,1.61,2008,1
rufThsE5,23,71,89,4,1,H,2009-01-24,20,1.14,7.41,17.76,2008,5
rVERpLPc,23,71,80,4,0,H,2009-04-22,32,1.34,4.81,8.71,2008,4
rwBX52FA,23,84,72,2,1,H,2009-04-19,31,2.15,3.24,3.41,2008,3
rwRFdN6B,23,74,76,1,0,H,2008-11-22,12,1.33,4.89,9.07,2008,1
rX7Oku2t,23,88,75,0,1,A,2009-03-01,25,2.41,3.21,2.94,2008,1
rZ1onMqA,23,88,71,1,6,A,2008-09-21,3,7.51,4.02,1.45,2008,7
rZALYPs5,23,85,88,1,2,A,2009-05-23,37,2.19,3.32,3.20,2008,3
rZyhfSHa,23,82,69,4,2,H,2008-09-28,5,1.64,3.61,5.39,2008,6
S6ERtG46,23,82,78,2,4,A,2008-11-01,9,1.39,4.21,8.56,2008,6
S8gxSjvq,23,75,85,2,0,H,2009-04-23,32,1.93,3.36,3.94,2008,2
SAzJtAq5,23,68,72,1,0,H,2008-11-02,9,1.97,3.24,3.86,2008,1
SbKOjoSo,23,84,68,0,3,A,2009-05-23,37,2.50,3.26,2.72,2008,3
SdkXQn8d,23,74,81,1,0,H,2009-01-04,17,1.73,3.57,4.71,2008,1
SIhZXAuT,23,87,68,4,0,H,2009-01-18,19,2.00,3.32,3.73,2008,4
SluTAscc,23,79,68,1,1,D,2008-12-07,14,1.70,3.44,5.20,2008,2
SOqN2iqA,23,64,79,1,0,H,2009-05-09,35,3.32,3.24,2.18,2008,1
SrzxMIPN,23,80,85,4,1,H,2009-03-21,28,1.63,3.57,5.43,2008,5
Sta8XTvk,23,69,80,1,3,A,2009-01-10,18,2.49,3.22,2.80,2008,4
SU0XhH1C,23,64,76,1,1,D,2009-02-15,23,1.91,3.28,4.16,2008,2
SUWwR2tt,23,67,76,2,1,H,2009-03-22,28,2.06,3.21,3.58,2008,3
t4og3DEc,23,73,68,3,2,H,2009-05-10,35,1.78,3.66,4.27,2008,5
t6xdVFdD,23,71,64,2,0,H,2009-03-07,26,1.29,5.14,10.63,2008,2
t8U7S98d,23,75,88,0,2,A,2008-10-05,6,1.58,3.74,5.79,2008,2
tbf5YWAG,23,67,78,0,1,A,2009-01-18,19,2.11,3.26,3.41,2008,1
tC7ckqC4,23,74,75,1,3,A,2009-05-24,37,1.48,4.40,6.11,2008,4
tCeNkWP9,23,71,69,5,0,H,2009-01-17,19,1.25,5.36,11.74,2008,5
tEv7cUxH,23,74,79,6,1,H,2009-02-21,24,1.59,3.68,5.97,2008,7
tIJeSXtJ,23,89,71,1,0,H,2008-08-31,1,7.17,3.90,1.47,2008,1
tImPsYrk,23,84,87,1,0,H,2008-09-21,3,1.70,3.52,4.96,2008,1
tItvSyWJ,23,69,81,3,0,H,2009-02-01,21,2.51,3.19,2.76,2008,3
tK2Mflmm,23,79,74,1,2,A,2008-09-27,5,4.14,3.34,1.89,2008,3
tl5Jsv6I,23,67,75,4,1,H,2008-12-14,15,1.85,3.39,4.21,2008,5
tnhd2w4G,23,68,75,3,3,D,2009-03-15,27,2.18,3.26,3.31,2008,6
tOLdfLgP,23,68,74,0,2,A,2009-02-28,25,4.20,3.34,1.89,2008,2
tp3CWmfe,23,82,81,3,3,D,2009-01-10,18,1.91,3.33,4.04,2008,6
tQvTpWbT,23,87,78,1,0,H,2009-05-10,35,2.32,3.25,3.01,2008,1
trh9WBMu,23,75,71,2,1,H,2009-05-17,36,3.73,3.25,2.04,2008,3
tUjMtyu2,23,75,68,3,0,H,2008-10-26,8,2.33,3.18,2.96,2008,3
tUNYbnwc,23,85,82,0,1,A,2008-10-05,6,3.28,3.22,2.22,2008,1
tYzrQMen,23,69,79,1,1,D,2009-03-22,28,2.10,3.25,3.43,2008,2
U7v5lXxD,23,76,85,2,3,A,2009-03-08,26,2.34,3.26,2.97,2008,5
UBWTRShj,23,87,88,1,0,H,2009-01-04,17,1.92,3.22,4.11,2008,1
UeOlxwnb,23,68,69,3,1,H,2009-04-05,29,2.34,3.17,2.99,2008,4
UeQSt96i,23,69,71,1,1,D,2009-05-30,38,2.59,3.38,2.56,2008,2
UF6OD1PJ,23,68,80,0,2,A,2009-02-15,23,2.96,3.26,2.35,2008,2
Ugstqk3e,23,78,89,5,0,H,2009-03-15,27,1.76,3.43,4.85,2008,5
ULQD0xl8,23,76,64,1,1,D,2008-09-25,4,2.39,3.19,2.92,2008,2
ULTLaCwh,23,76,84,1,1,D,2009-02-22,24,2.15,3.23,3.41,2008,2
UoeWPOHM,23,85,75,3,0,H,2008-11-30,13,2.01,3.28,3.68,2008,3
UqHVJMUG,23,76,68,0,1,A,2008-09-14,2,2.32,3.17,3.05,2008,1
UV8XMaDd,23,79,69,0,3,A,2008-11-02,9,1.93,3.17,4.14,2008,3
UVcsm2U3,23,85,73,2,1,H,2008-09-13,2,2.86,3.29,2.55,2008,3
v14houu4,23,79,82,1,2,A,2009-04-22,32,2.85,3.33,2.39,2008,3
v1l7qIKm,23,64,81,1,4,A,2008-11-01,9,3.13,3.23,2.25,2008,5
v5MI7GD4,23,79,87,1,2,A,2009-01-11,18,1.95,3.35,3.88,2008,3
vBRlmihq,23,74,78,1,0,H,2009-02-07,22,1.47,3.94,7.13,2008,1
vDUBSQX3,23,87,72,4,2,H,2008-11-30,13,2.13,3.20,3.42,2008,6
vJ3LLbzq,23,82,64,2,0,H,2009-05-30,38,1.43,4.27,7.03,2008,2
vJrmIvTs,23,88,72,2,1,H,2008-10-19,7,2.62,3.19,2.62,2008,3
vNvt4pHO,23,84,76,1,0,H,2008-09-28,5,1.78,3.40,4.53,2008,1
vXxyWYGm,23,87,81,2,2,D,2008-11-16,11,3.36,3.19,2.15,2008,4
vyyLvYEK,23,69,85,1,0,H,2009-05-03,34,1.71,3.56,4.96,2008,1
W4AtVH1I,23,73,71,4,3,H,2009-03-01,25,4.61,3.59,1.75,2008,7
WAPoss6D,23,75,84,2,0,H,2009-04-12,30,2.04,3.30,3.61,2008,2
WC4Xjeek,23,68,73,2,3,A,2008-12-20,16,3.51,3.32,2.05,2008,5
WCY7U5YN,23,67,82,0,3,A,2008-11-09,10,2.89,3.25,2.38,2008,3
WGtTNveB,23,74,84,3,0,H,2009-03-22,28,1.29,5.06,9.88,2008,3
WjMJbZBg,23,73,87,4,0,H,2008-08-31,1,1.41,4.14,7.99,2008,4
WnkCrQiD,23,71,85,6,0,H,2008-11-08,10,1.16,6.51,15.40,2008,6
WpGUb57n,23,69,64,3,1,H,2008-11-23,12,2.15,3.19,3.38,2008,4
WQywknyO,23,67,88,5,1,H,2009-01-25,20,1.90,3.24,4.23,2008,6
xAdLMKKQ,23,79,75,3,0,H,2008-10-19,7,1.95,3.32,3.82,2008,3
xAeXWUFM,23,71,75,3,1,H,2009-01-03,17,1.17,6.52,14.75,2008,4
xdydgnX5,23,78,75,1,2,A,2008-09-28,5,2.06,3.23,3.58,2008,3
xdzDeJHg,23,78,81,1,1,D,2009-02-15,23,2.26,3.25,3.11,2008,2
xENTDFvo,23,64,75,2,1,H,2009-04-04,29,2.06,3.27,3.47,2008,3
xOGQaoht,23,88,79,1,2,A,2008-11-23,12,2.46,3.17,2.82,2008,3
xtYFe87T,23,85,87,1,3,A,2009-02-22,24,2.22,3.27,3.19,2008,4
xvQhxFte,23,75,89,2,0,H,2008-09-25,4,1.88,3.36,4.03,2008,2
xxKOf1yO,23,80,82,0,0,D,2008-11-22,12,2.11,3.20,3.53,2008,0
xYRx6QrE,23,89,68,0,0,D,2009-04-12,30,2.68,3.27,2.55,2008,0
xzoFTbbk,23,72,79,0,2,A,2008-10-25,8,2.31,3.16,3.03,2008,2
Y3FOOLrp,23,85,80,3,2,H,2008-11-02,9,3.24,3.20,2.18,2008,5
Y9lbOJLD,23,87,89,2,0,H,2008-12-14,15,1.86,3.35,4.14,2008,2
YaV1TUmp,23,74,72,3,1,H,2009-01-18,19,1.26,5.33,10.72,2008,4
YBis5bnF,23,67,85,1,0,H,2008-10-26,8,1.92,3.27,3.94,2008,1
YDKyVb0M,23,73,88,3,1,H,2009-04-26,33,1.35,4.72,9.00,2008,4
YHbV7s9o,23,71,88,3,1,H,2009-02-08,22,1.17,6.51,15.46,2008,4
YHG6WssU,23,64,73,1,4,A,2009-05-23,37,3.96,3.55,1.86,2008,5
YJiOkWpc,23,80,72,1,1,D,2009-01-04,17,1.43,4.10,7.75,2008,2
YkWeHjh1,23,88,64,1,1,D,2009-05-03,34,2.57,3.29,2.66,2008,2
YmlasETr,23,73,76,4,0,H,2008-09-20,3,1.48,3.91,7.24,2008,4
YNU4iQ1I,23,87,85,2,1,H,2008-09-28,5,2.50,3.19,2.77,2008,3
YR7geSEh,23,72,88,1,2,A,2009-03-08,26,1.67,3.41,5.76,2008,3
YRLM6zTA,23,88,85,2,1,H,2009-01-11,18,2.41,3.19,2.92,2008,3
YRoUiytq,23,74,82,1,0,H,2008-12-20,16,1.87,3.45,3.87,2008,1
YsYwZE0T,23,85,71,0,1,A,2009-04-04,29,6.67,4.09,1.47,2008,1
YuobXlVS,23,67,69,1,2,A,2009-01-04,17,2.17,3.22,3.34,2008,3
YuyaElO1,23,74,67,3,2,H,2009-04-21,32,1.30,4.93,9.90,2008,5
z5y2IeWT,23,84,81,3,0,H,2009-04-04,29,2.51,3.16,2.76,2008,3
z9bwlrFc,23,74,89,4,3,H,2008-09-14,2,1.23,5.54,12.39,2008,7
zevm3hgJ,23,88,80,1,0,H,2009-02-01,21,3.44,3.19,2.13,2008,1
zHNdetMa,23,64,88,3,0,H,2008-12-14,15,1.88,3.35,4.11,2008,3
ziCyb2jf,23,69,73,1,2,A,2009-04-12,30,2.49,3.25,2.78,2008,3
zkXPS8wp,23,76,89,3,1,H,2009-01-04,17,2.07,3.26,3.53,2008,4
zRWl0NH8,23,79,78,3,1,H,2008-11-16,11,2.00,3.27,3.72,2008,4
zV6Sm0Vd,23,82,71,2,2,D,2009-04-25,33,4.42,3.72,1.75,2008,4
zwHXWwX5,23,84,67,2,1,H,2009-03-01,25,2.21,3.23,3.28,2008,3
zZfRljuG,23,80,89,1,0,H,2009-01-17,19,1.32,4.93,9.57,2008,1
zZOpwJWi,23,79,89,3,3,D,2009-04-04,29,1.62,3.61,5.53,2008,6
06yr5Py0,24,68,75,1,1,D,2010-01-24,19,2.42,3.26,2.88,2009,2
0dGHu25n,24,77,91,1,0,H,2009-08-29,1,1.88,3.37,4.18,2009,1
0hEmELsE,24,73,85,3,1,H,2010-05-05,36,2.11,3.38,3.31,2009,4
0IDtObuN,24,64,72,2,0,H,2009-12-19,15,2.07,3.31,3.55,2009,2
0n1NhB4G,24,75,78,1,0,H,2009-11-01,9,1.87,3.46,4.11,2009,1
0Ot55ro7,24,90,87,1,1,D,2009-10-04,6,2.49,3.28,2.75,2009,2
0pQVtqxQ,24,74,85,4,2,H,2009-10-17,7,1.15,7.17,14.51,2009,6
0rT5h8Ns,24,82,81,4,1,H,2010-01-17,18,1.82,3.54,4.21,2009,5
0SYyKE3C,24,68,72,2,1,H,2010-05-08,37,1.98,3.29,3.85,2009,3
0tGL5MtO,24,85,87,1,1,D,2009-12-13,14,2.01,3.37,3.68,2009,2
0U5GNsR4,24,84,69,1,1,D,2009-12-13,14,2.56,3.25,2.72,2009,2
0UsIBFbE,24,67,90,5,1,H,2009-11-29,12,1.54,3.76,6.47,2009,6
0W4LIGb1,24,78,87,0,3,A,2010-02-14,22,2.07,3.26,3.56,2009,3
0WI49uxS,24,82,85,2,0,H,2010-02-06,21,1.33,4.84,9.25,2009,2
0z7VAFX9,24,85,72,1,2,A,2009-09-23,4,2.26,3.22,3.15,2009,3
27mVbApE,24,78,85,1,1,D,2010-01-17,18,1.89,3.41,4.03,2009,2
2ak71b9d,24,91,81,2,2,D,2010-03-24,28,2.58,3.31,2.64,2009,4
2Dfdfc99,24,81,84,1,1,D,2010-01-09,17,1.42,4.28,7.93,2009,2
2iRjlQe2,24,81,85,3,1,H,2009-11-22,11,1.62,3.74,5.45,2009,4
2NRxNpMt,24,81,72,0,2,A,2010-01-31,20,1.67,3.53,5.32,2009,2
2P6P5GIG,24,84,67,1,0,H,2009-09-20,3,2.57,3.24,2.68,2009,1
2Rw6ZbEI,24,81,87,2,1,H,2009-10-25,8,1.69,3.60,5.08,2009,3
2ZofKlU6,24,72,84,1,0,H,2010-03-28,29,2.05,3.27,3.63,2009,1
40uTLzZa,24,81,82,2,0,H,2010-05-08,37,1.69,3.87,4.57,2009,2
44BCKxUl,24,67,84,2,2,D,2010-02-14,22,1.72,3.54,4.92,2009,4
464xO7PA,24,82,91,1,0,H,2010-05-16,38,2.03,3.53,3.38,2009,1
4AQf52RH,24,87,72,1,1,D,2009-12-06,13,2.32,3.24,3.04,2009,2
4dmd74Gf,24,84,78,2,2,D,2009-09-27,5,2.10,3.29,3.45,2009,4
4fEeOePh,24,68,73,3,0,H,2010-04-11,31,2.47,3.30,2.78,2009,3
4G1YPb6R,24,85,77,1,1,D,2010-02-14,22,2.45,3.25,2.84,2009,2
4GJWAbQt,24,67,68,1,1,D,2010-04-04,30,1.79,3.51,4.47,2009,2
4K7EfXZ3,24,74,67,2,0,H,2009-10-31,9,1.43,4.40,7.19,2009,2
4rU0iKba,24,73,75,1,1,D,2009-10-24,8,1.75,3.63,4.50,2009,2
4t589M1G,24,64,67,2,2,D,2010-03-20,27,2.03,3.29,3.70,2009,4
4tcKNy3c,24,91,64,1,0,H,2009-09-23,4,2.41,3.33,2.82,2009,1
4USrzLq6,24,82,71,0,0,D,2009-10-17,7,4.87,3.75,1.68,2009,0
4YEwtS3h,24,74,80,3,2,H,2010-03-06,25,1.41,4.64,7.10,2009,5
61H196ct,24,90,73,0,2,A,2009-12-05,13,4.62,3.55,1.76,2009,2
61J2Zyqr,24,72,85,1,1,D,2010-02-21,23,1.72,3.54,4.88,2009,2
6DeX4apq,24,84,88,3,1,H,2010-02-07,21,2.00,3.36,3.72,2009,4
6genM3Vm,24,67,72,2,1,H,2009-10-04,6,2.00,3.32,3.72,2009,3
6Nri5H40,24,72,69,3,1,H,2010-05-05,36,1.62,3.72,5.46,2009,4
6oNXzDwB,24,84,74,1,2,A,2010-04-15,32,8.97,5.40,1.30,2009,3
6ooWnu61,24,75,87,1,1,D,2010-04-25,34,1.54,3.91,6.16,2009,2
6qAqkFSm,24,88,72,3,2,H,2010-02-28,24,2.35,3.21,3.02,2009,5
82yR40jr,24,90,84,2,1,H,2010-05-01,35,2.43,3.28,2.83,2009,3
86LUslZu,24,68,81,0,0,D,2010-03-07,25,2.59,3.25,2.67,2009,0
8E9phvLf,24,69,77,0,1,A,2010-05-01,35,2.74,3.24,2.54,2009,1
8f9a9r6a,24,85,84,1,1,D,2010-01-31,20,2.08,3.32,3.50,2009,2
8jehewf3,24,91,71,0,5,A,2010-01-10,17,8.59,4.81,1.35,2009,5
8MibQsnc,24,80,90,1,1,D,2010-03-23,28,1.28,5.28,10.82,2009,2
8nZKUcnP,24,91,85,0,0,D,2010-04-10,31,1.90,3.46,3.95,2009,0
8pC7PviL,24,80,72,1,0,H,2010-02-14,22,1.56,3.78,6.20,2009,1
8tOK2syP,24,68,64,1,0,H,2010-01-30,20,2.31,3.25,3.05,2009,1
8UoQaYAj,24,90,69,0,3,A,2009-09-23,4,2.82,3.27,2.44,2009,3
8xliC6wR,24,72,88,1,0,H,2009-09-27,5,1.87,3.46,4.05,2009,1
A7Tvy1Ua,24,77,78,2,2,D,2009-10-18,7,1.91,3.49,3.87,2009,4
Aa9GGHwd,24,82,87,1,0,H,2010-03-24,28,1.43,4.34,7.28,2009,1
Aak2ISbJ,24,80,91,3,0,H,2010-04-03,30,1.40,4.43,7.93,2009,3
ABmw3Vz7,24,80,85,1,1,D,2009-12-05,13,1.36,4.69,8.61,2009,2
Ac8AeDKc,24,69,88,1,1,D,2009-11-01,9,2.01,3.30,3.75,2009,2
AchpCsh9,24,75,81,1,0,H,2010-02-07,21,2.28,3.29,3.09,2009,1
Ag6k6zYM,24,71,73,5,2,H,2009-09-19,3,1.28,5.41,9.96,2009,7
AicBh7Hr,24,67,82,3,1,H,2009-09-23,4,3.04,3.36,2.26,2009,4
AJ54A2nA,24,74,88,3,1,H,2010-03-20,27,1.12,8.06,18.59,2009,4
ANBNxNam,24,75,67,3,1,H,2009-10-18,7,2.12,3.35,3.33,2009,4
APnAzmw1,24,87,64,1,1,D,2010-01-10,17,2.37,3.27,2.94,2009,2
