ID,CHAMP,HT,AT,HG,AG,RSL,MDATE,RD,HODD,DODD,AODD,YEAR,TG
00KFIFTS,1,13,15,1,0,H,2006-09-17,24,2.93,3.16,2.23,2006,1
06aBKMtQ,1,1,14,2,1,H,2006-08-05,15,1.75,3.34,4.09,2006,3
08jWomIA,1,1,12,1,3,A,2006-05-07,4,2.42,3.14,2.58,2006,4
0buRUwzj,1,6,8,3,0,H,2006-10-18,30,1.97,3.20,3.43,2006,3
0firvcVg,1,1,2,5,3,H,2006-12-03,38,1.61,3.53,4.84,2006,8
0lfFgvKJ,1,12,16,4,0,H,2006-04-29,3,1.44,3.68,6.63,2006,4
0nFQ52Qt,1,15,1,2,0,H,2006-05-28,8,1.83,3.27,3.73,2006,2
0ri26THp,1,13,9,1,3,A,2006-08-16,17,1.58,3.45,5.20,2006,4
0YDZbwjM,1,6,15,1,1,D,2006-11-26,37,1.96,3.21,3.42,2006,2
296sEZyp,1,9,17,3,4,A,2006-09-17,24,2.29,3.15,2.79,2006,7
2F3UP20F,1,18,14,2,1,H,2006-05-24,7,1.98,3.24,3.27,2006,3
2FsaAN0S,1,13,10,1,1,D,2006-05-21,6,1.80,3.28,3.84,2006,2
2knclSzB,1,17,1,3,0,H,2006-10-15,29,2.19,3.19,2.90,2006,3
2Noe5KB2,1,19,2,1,0,H,2006-10-26,31,1.39,3.88,7.50,2006,1
2NPPkuCF,1,11,17,0,2,A,2006-10-22,30,1.49,3.54,6.27,2006,2
2RaDA0Vi,1,5,20,2,2,D,2006-09-10,23,1.64,3.45,4.70,2006,4
2wnHGbN1,1,5,9,0,0,D,2006-05-27,8,1.59,3.45,5.10,2006,0
44NyCegU,1,9,3,0,2,A,2006-06-03,10,2.59,3.21,2.36,2006,2
4bUpvTfD,1,2,17,1,0,H,2006-08-30,21,1.78,3.29,4.01,2006,1
4fGSYnyO,1,3,9,0,0,D,2006-10-14,29,1.38,4.19,7.25,2006,0
4GuLutWH,1,6,13,2,2,D,2006-08-31,21,1.53,3.59,5.39,2006,4
4I2AQf8N,1,15,4,0,0,D,2006-06-04,10,1.43,3.75,6.53,2006,0
4KF801kf,1,7,4,1,1,D,2006-07-30,14,1.76,3.35,4.06,2006,2
4lZvM3hB,1,7,13,0,0,D,2006-11-09,34,1.69,3.37,4.41,2006,0
4MxboGRa,1,6,7,1,1,D,2006-04-30,3,2.58,3.17,2.43,2006,2
4nUWvIbj,1,4,1,0,0,D,2006-11-26,37,2.13,3.20,3.01,2006,0
4rnVMuqr,1,16,5,0,0,D,2006-04-16,1,1.73,3.30,4.18,2006,0
4UxOTffK,1,15,12,0,1,A,2006-11-05,33,2.25,3.17,2.82,2006,1
4vCs2KP5,1,6,12,1,1,D,2006-05-28,8,2.66,3.20,2.34,2006,2
4vvowYiT,1,8,6,4,2,H,2006-07-13,11,1.73,3.35,4.19,2006,6
4WTreLV4,1,20,2,2,0,H,2006-09-03,22,1.79,3.31,3.98,2006,2
4z4WFtks,1,4,12,1,1,D,2006-08-06,15,2.21,3.22,2.92,2006,2
65LdYr61,1,5,10,2,0,H,2006-07-22,13,1.74,3.35,4.09,2006,2
670GhDiG,1,17,6,0,1,A,2006-07-16,12,2.08,3.21,3.09,2006,1
6aEjyLuP,1,7,12,1,2,A,2006-10-07,28,3.08,3.21,2.10,2006,3
6mljCqWF,1,3,17,2,1,H,2006-05-21,6,1.64,3.35,4.71,2006,3
6oPutz8A,1,18,4,1,1,D,2006-07-12,11,1.82,3.31,3.77,2006,2
6sZTOyYB,1,12,20,2,1,H,2006-08-13,16,1.83,3.31,3.76,2006,3
6uvlUW9i,1,16,10,2,4,A,2006-08-16,17,2.10,3.20,3.06,2006,6
6wLBJeEM,1,7,5,2,0,H,2006-09-17,24,2.14,3.16,3.04,2006,2
6wssZzE9,1,18,12,0,1,A,2006-09-20,25,3.26,3.22,2.02,2006,1
6Xq7RzgH,1,2,12,1,1,D,2006-06-04,10,2.49,3.18,2.48,2006,2
6ytNVJKq,1,8,14,2,2,D,2006-10-15,29,1.68,3.42,4.47,2006,4
8CCPdJlJ,1,5,18,1,1,D,2006-08-05,15,1.70,3.40,4.33,2006,2
8CzY63CQ,1,6,3,1,0,H,2006-07-30,14,2.47,3.17,2.53,2006,1
8GALROV2,1,3,13,5,1,H,2006-05-24,7,1.44,3.73,6.31,2006,6
8GnDHv8e,1,1,19,0,1,A,2006-05-25,7,2.21,3.23,2.83,2006,1
8jicNUeE,1,19,3,1,1,D,2006-05-28,8,1.99,3.22,3.23,2006,2
8KjnwHp0,1,15,16,3,1,H,2006-12-03,38,1.17,5.64,11.79,2006,4
8MuWNPNb,1,14,1,1,2,A,2006-11-08,34,1.76,3.39,4.02,2006,3
8rgL9Z2l,1,4,19,0,1,A,2006-11-02,32,2.29,3.15,2.77,2006,1
8WzxtkQ0,1,9,4,2,3,A,2006-08-27,20,1.93,3.22,3.49,2006,5
A3H0w5No,1,6,2,1,1,D,2006-11-11,35,1.55,3.62,5.27,2006,2
ABR2LHqA,1,12,19,2,0,H,2006-09-17,24,2.05,3.18,3.19,2006,2
AeNJz96B,1,5,4,1,0,H,2006-10-08,28,1.74,3.31,4.23,2006,1
AHY8IuAn,1,17,8,2,1,H,2006-05-31,9,1.89,3.26,3.54,2006,3
AoxjIHcD,1,7,20,1,0,H,2006-04-22,2,1.96,3.23,3.31,2006,1
AqLM1u63,1,12,3,2,0,H,2006-11-26,37,1.52,3.58,5.63,2006,2
ATb9sHJe,1,1,8,1,0,H,2006-10-25,31,2.30,3.14,2.73,2006,1
Au7xOtVR,1,9,7,2,5,A,2006-05-24,7,2.18,3.23,2.84,2006,7
AwSmz5yk,1,11,14,2,1,H,2006-07-16,12,2.19,3.21,2.90,2006,3
AXvXqDqP,1,6,9,2,0,H,2006-10-07,28,1.65,3.44,4.65,2006,2
b3M01SHc,1,16,14,1,2,A,2006-05-14,5,2.32,3.23,2.65,2006,3
ba8rdnb8,1,1,9,2,2,D,2006-07-22,13,1.51,3.57,5.69,2006,4
bBYrLN7H,1,12,4,3,0,H,2006-11-09,34,1.38,3.97,7.20,2006,3
bFn1Q3R6,1,20,10,4,0,H,2006-09-24,26,2.30,3.17,2.76,2006,4
bgFiOJai,1,1,11,1,0,H,2006-09-16,24,1.66,3.42,4.61,2006,1
bi4EZ74K,1,5,11,0,1,A,2006-09-24,26,1.74,3.33,4.19,2006,1
bku43btF,1,16,9,0,1,A,2006-10-26,31,2.27,3.14,2.82,2006,1
bLLXsdwb,1,12,10,2,1,H,2006-07-12,11,1.41,3.81,7.08,2006,3
boTU41Ok,1,2,4,1,0,H,2006-05-21,6,1.82,3.27,3.77,2006,1
bPZkmxcm,1,11,10,5,2,H,2006-04-30,3,2.20,3.16,2.89,2006,7
bsgspt5D,1,18,13,1,1,D,2006-07-29,14,1.51,3.68,5.58,2006,2
bTRZv3t0,1,4,16,3,0,H,2006-10-05,27,1.53,3.56,5.61,2006,3
bXoY6Xn7,1,5,2,1,0,H,2006-11-04,33,1.59,3.50,5.00,2006,1
by0jCD6d,1,4,2,2,1,H,2006-09-20,25,1.88,3.23,3.68,2006,3
C2Cne6DE,1,7,18,2,2,D,2006-07-22,13,1.55,3.59,5.19,2006,4
C2z1p4Hn,1,20,7,3,1,H,2006-08-30,21,2.08,3.19,3.10,2006,4
C6fiBI3C,1,9,8,0,0,D,2006-08-06,15,2.46,3.17,2.54,2006,0
C6WpNzKL,1,5,14,3,3,D,2006-08-20,18,1.65,3.42,4.65,2006,6
CAp3SGwB,1,20,11,1,2,A,2006-06-04,10,1.70,3.37,4.25,2006,3
CbpkT5sl,1,8,12,3,1,H,2006-09-24,26,3.09,3.18,2.11,2006,4
CCPNs5ds,1,11,13,2,1,H,2006-10-04,27,1.55,3.50,5.50,2006,3
CExmKsNN,1,16,3,4,1,H,2006-11-09,34,3.63,3.28,1.87,2006,5
Cjf3RLzR,1,4,9,1,0,H,2006-04-16,1,1.52,3.58,5.53,2006,1
CKZPPHI5,1,9,19,1,2,A,2006-08-13,16,2.06,3.22,3.10,2006,3
Clg4J0wq,1,4,6,4,1,H,2006-05-25,7,2.52,3.17,2.47,2006,5
COPysGh4,1,5,15,2,1,H,2006-07-12,11,2.33,3.22,2.66,2006,3
CpJGbuK6,1,20,9,1,1,D,2006-07-30,14,1.51,3.60,5.84,2006,2
CQjVnrLf,1,19,4,0,0,D,2006-07-23,13,1.81,3.35,3.89,2006,0
CQSGcpHM,1,17,9,0,0,D,2006-05-14,5,1.68,3.44,4.30,2006,0
CSDKXdc0,1,11,4,0,0,D,2006-04-23,2,1.90,3.26,3.49,2006,0
CtqTwK0U,1,17,19,1,2,A,2006-09-02,22,2.41,3.13,2.63,2006,3
CvlYzcqc,1,5,19,1,0,H,2006-09-20,25,2.34,3.19,2.69,2006,1
Cx9EGScr,1,20,14,2,2,D,2006-09-20,25,1.81,3.31,3.87,2006,4
Czjx6i2D,1,17,14,1,0,H,2006-11-04,33,2.12,3.19,3.04,2006,1
dE8Z3teg,1,7,17,1,0,H,2006-05-28,8,1.92,3.27,3.43,2006,1
dly9azNj,1,6,20,0,0,D,2006-09-16,24,1.80,3.30,3.98,2006,0
dMIYmJtS,1,4,18,2,1,H,2006-10-22,30,1.52,3.58,5.61,2006,3
dnEJELpo,1,15,11,1,0,H,2006-11-11,35,1.62,3.42,4.87,2006,1
dQhM8v04,1,11,7,1,0,H,2006-09-10,23,1.91,3.27,3.58,2006,1
dtHI2Ljc,1,2,9,2,2,D,2006-11-26,37,1.32,4.42,7.70,2006,4
dxB8zaDs,1,13,6,1,2,A,2006-04-23,2,2.17,3.23,2.86,2006,3
dYzLFwf5,1,11,16,3,0,H,2006-06-01,9,1.42,3.75,6.64,2006,3
E11UWK6T,1,8,4,2,1,H,2006-11-12,35,1.93,3.23,3.50,2006,3
E150qwkq,1,2,7,1,1,D,2006-10-22,30,1.66,3.44,4.56,2006,2
E1Nan06G,1,11,19,1,0,H,2006-11-19,36,2.36,3.19,2.65,2006,1
E1qVTckd,1,20,16,5,3,H,2006-10-21,30,1.25,4.89,9.34,2006,8
E9F2RkB7,1,15,20,2,1,H,2006-08-26,20,1.44,3.76,6.64,2006,3
EBU8P8OM,1,8,2,1,1,D,2006-08-17,17,1.60,3.48,4.86,2006,2
EkJU4Mum,1,16,4,1,1,D,2006-05-28,8,2.27,3.19,2.73,2006,2
EkyU7qcK,1,14,17,1,0,H,2006-07-30,14,1.69,3.41,4.36,2006,1
f98LcaZC,1,10,2,1,0,H,2006-08-05,15,1.77,3.30,4.09,2006,1
faq7xGJ8,1,16,15,1,1,D,2006-08-23,19,2.57,3.18,2.44,2006,2
fBVArEBI,1,16,13,1,1,D,2006-05-06,4,2.07,3.21,3.08,2006,2
fcMHi1s3,1,13,19,0,2,A,2006-10-21,30,2.68,3.17,2.33,2006,2
fDMw3ug2,1,11,5,0,0,D,2006-05-24,7,1.90,3.25,3.55,2006,0
fDr9IKhk,1,10,20,2,0,H,2006-05-25,7,2.22,3.21,2.82,2006,2
fFqeMCnf,1,4,7,2,1,H,2006-11-05,33,2.10,3.18,3.08,2006,3
fJexgjMu,1,12,2,5,0,H,2006-10-14,29,1.28,4.64,8.80,2006,5
fkxba712,1,7,8,1,1,D,2006-12-03,38,1.92,3.25,3.50,2006,2
fR1ifQSK,1,13,12,1,3,A,2006-07-23,13,2.64,3.22,2.34,2006,4
fRudop2t,1,14,15,2,1,H,2006-08-30,21,2.41,3.16,2.61,2006,3
fwSiJ1xU,1,19,9,3,0,H,2006-11-11,35,1.26,4.70,9.54,2006,3
G46HjFc2,1,17,18,4,1,H,2006-12-02,38,1.61,3.42,5.12,2006,5
G6NDhsSd,1,15,5,2,1,H,2006-10-21,30,1.48,3.60,6.19,2006,3
G8dT7DX0,1,3,11,2,2,D,2006-11-02,32,1.81,3.29,3.90,2006,4
GdWSrxOi,1,7,2,3,2,H,2006-07-12,11,1.56,3.55,5.20,2006,5
GEXFzflL,1,18,17,2,2,D,2006-08-23,19,1.72,3.34,4.21,2006,4
GfHfgEI7,1,17,16,1,1,D,2006-11-01,32,1.25,5.00,8.91,2006,2
GGSqyoMr,1,2,19,2,0,H,2006-07-16,12,2.16,3.22,2.98,2006,2
GhtHRwlg,1,10,14,2,0,H,2006-08-13,16,2.31,3.22,2.70,2006,2
GI73eF7c,1,18,15,2,0,H,2006-07-16,12,2.44,3.13,2.56,2006,2
GMNZ3Lwd,1,2,16,4,1,H,2006-05-24,7,1.45,3.72,6.31,2006,5
GQka4vR8,1,6,17,3,1,H,2006-10-26,31,2.25,3.15,2.86,2006,4
GrifUx9b,1,1,17,0,2,A,2006-06-04,10,1.72,3.32,4.21,2006,2
GUX3KjH6,1,1,16,1,0,H,2006-11-05,33,1.22,5.17,9.81,2006,1
GYNFyki5,1,8,17,3,1,H,2006-10-08,28,1.82,3.29,3.91,2006,4
GYqoiUjh,1,19,7,2,0,H,2006-10-15,29,1.45,3.82,6.43,2006,2
h6VAv5Ap,1,18,2,0,2,A,2006-05-13,5,1.60,3.48,4.85,2006,2
h8AR0aL9,1,18,11,0,2,A,2006-11-26,37,2.83,3.20,2.23,2006,2
hC0wIce8,1,8,20,1,3,A,2006-11-01,32,1.73,3.34,4.22,2006,4
hE3IYRJQ,1,15,17,3,0,H,2006-09-24,26,1.58,3.50,5.16,2006,3
hh44rc4k,1,1,3,1,0,H,2006-10-22,30,1.91,3.20,3.56,2006,1
hnZgndCg,1,8,15,1,2,A,2006-04-30,3,2.50,3.14,2.50,2006,3
hnZjlMy4,1,12,14,1,1,D,2006-11-19,36,1.20,5.33,10.50,2006,2
hSrimRYJ,1,12,6,5,1,H,2006-10-04,27,1.50,3.63,5.88,2006,6
htv4JLft,1,18,19,1,1,D,2006-05-31,9,2.42,3.18,2.56,2006,2
hzH7KyaG,1,3,8,1,0,H,2006-09-17,24,1.96,3.23,3.43,2006,1
I1IS2CXD,1,18,1,0,1,A,2006-08-30,21,2.17,3.17,2.96,2006,1
IiaHYxrf,1,3,10,3,1,H,2006-04-23,2,1.58,3.42,5.17,2006,4
ImPTDHOH,1,1,20,0,1,A,2006-06-01,9,1.90,3.28,3.47,2006,1
IZ7LYtxH,1,14,10,2,3,A,2006-11-12,35,2.60,3.18,2.41,2006,5
j3ORtPBm,1,17,7,4,1,H,2006-10-04,27,2.37,3.14,2.67,2006,5
j7EwbNon,1,15,8,5,1,H,2006-09-03,22,1.86,3.27,3.77,2006,6
jB2Ml4jr,1,16,17,3,0,H,2006-07-23,13,1.85,3.31,3.78,2006,3
jeQtu9u7,1,10,3,2,1,H,2006-08-30,21,2.16,3.18,2.97,2006,3
jgZ4qOWh,1,16,19,0,2,A,2006-08-30,21,2.53,3.16,2.49,2006,2
ji6rDvZa,1,13,7,3,0,H,2006-08-06,15,2.51,3.17,2.49,2006,3
jirxPdk9,1,3,12,2,2,D,2006-08-20,18,2.30,3.19,2.72,2006,4
jJCOWGC6,1,9,12,1,0,H,2006-04-23,2,2.32,3.17,2.68,2006,1
jkqgSPdf,1,13,3,0,1,A,2006-09-24,26,2.10,3.21,3.11,2006,1
jmhQ7bFA,1,2,3,2,0,H,2006-09-10,23,1.98,3.24,3.36,2006,2
jmWfhJFN,1,1,13,1,0,H,2006-09-03,22,1.49,3.61,5.98,2006,1
jRbojZm8,1,3,18,3,0,H,2006-08-26,20,1.79,3.30,3.94,2006,3
jT7IFnDl,1,1,6,1,1,D,2006-09-20,25,1.66,3.41,4.62,2006,2
jXixO1nP,1,9,6,1,1,D,2006-05-31,9,1.95,3.25,3.36,2006,2
jy6fTs6E,1,12,17,1,0,H,2006-04-16,1,1.43,3.78,6.45,2006,1
K05AzlkE,1,19,1,1,1,D,2006-09-24,26,1.92,3.22,3.53,2006,2
K6U6wBMh,1,20,1,3,1,H,2006-10-08,28,2.09,3.21,3.08,2006,4
K8aZB4CD,1,14,18,3,1,H,2006-09-23,26,1.58,3.47,5.18,2006,4
KCNd282i,1,15,13,3,1,H,2006-05-13,5,1.39,3.89,7.15,2006,4
KdZYnT24,1,14,19,1,2,A,2006-05-07,4,1.84,3.27,3.73,2006,3
KfUQ5s9q,1,7,15,1,0,H,2006-05-21,6,2.09,3.19,3.07,2006,1
KGJtuu5Q,1,15,14,2,0,H,2006-04-23,2,1.69,3.43,4.48,2006,2
KjEPQro9,1,12,8,4,1,H,2006-05-24,7,1.65,3.38,4.63,2006,5
KjfwoMk7,1,2,5,1,0,H,2006-07-29,14,2.00,3.23,3.29,2006,1
KOmcRqC0,1,6,4,0,0,D,2006-09-24,26,2.22,3.17,2.91,2006,0
Kp1nDgij,1,10,13,4,0,H,2006-09-20,25,1.42,3.89,6.65,2006,4
KpwYNemI,1,11,15,1,1,D,2006-08-13,16,2.18,3.19,2.93,2006,2
KrGrwsBC,1,1,15,0,3,A,2006-10-05,27,2.14,3.17,3.02,2006,3
KWca9dYO,1,18,16,2,0,H,2006-08-12,16,1.56,3.55,5.24,2006,2
KWkrE513,1,12,18,1,0,H,2006-05-20,6,1.46,3.71,6.04,2006,1
KYznlIss,1,13,1,3,2,H,2006-04-30,3,2.79,3.15,2.24,2006,5
l2hHFhCe,1,20,19,2,2,D,2006-08-23,19,2.24,3.20,2.84,2006,4
l8XCHaPh,1,10,15,1,0,H,2006-05-31,9,2.51,3.18,2.48,2006,1
lCweB3oM,1,8,16,2,1,H,2006-05-21,6,1.49,3.63,5.76,2006,3
lfG4xPxh,1,7,3,1,0,H,2006-11-12,35,2.15,3.20,2.97,2006,1
ljvsLYVp,1,19,13,2,0,H,2006-07-12,11,1.41,3.80,7.22,2006,2
lKcDtyZ1,1,7,10,1,2,A,2006-10-26,31,2.39,3.13,2.65,2006,3
lUQiZOje,1,9,16,1,4,A,2006-07-16,12,1.57,3.54,5.11,2006,5
M3hvuwGm,1,3,4,3,1,H,2006-12-03,38,1.62,3.40,4.86,2006,4
MF07L2RJ,1,17,20,1,0,H,2006-08-05,15,1.83,3.29,3.76,2006,1
MFxUsBel,1,5,16,2,0,H,2006-08-27,20,1.52,3.60,5.63,2006,2
MHwYPxz3,1,15,6,0,2,A,2006-08-20,18,1.49,3.64,6.11,2006,2
MJQCYi0p,1,4,13,4,1,H,2006-07-15,12,1.75,3.37,4.07,2006,5
MRQ7pvyT,1,3,15,1,1,D,2006-11-19,36,2.21,3.22,2.85,2006,2
MuMKGYdk,1,1,4,1,0,H,2006-08-20,18,1.57,3.46,5.35,2006,1
MVQNZSLH,1,15,10,1,0,H,2006-10-08,28,1.79,3.27,4.04,2006,1
MyxrYuBP,1,17,13,0,0,D,2006-08-12,16,1.62,3.50,4.75,2006,0
n3LYt1zE,1,5,8,6,1,H,2006-04-22,2,2.30,3.18,2.70,2006,7
nBkjxy06,1,9,10,1,0,H,2006-12-03,38,4.09,3.32,1.75,2006,1
ncOoVXBr,1,10,9,4,1,H,2006-08-24,19,1.69,3.37,4.43,2006,5
ne1RDQs1,1,16,8,3,2,H,2006-09-21,25,2.64,3.18,2.39,2006,5
nFoZ5xpN,1,19,14,2,0,H,2006-09-10,23,1.56,3.49,5.33,2006,2
nFPwcdJr,1,14,11,4,0,H,2006-10-28,31,2.11,3.19,3.08,2006,4
ngWbuXit,1,19,18,1,0,H,2006-10-08,28,1.37,4.08,7.38,2006,1
nktmOYHs,1,3,6,2,1,H,2006-11-05,33,2.01,3.21,3.26,2006,3
no6XUfsJ,1,4,14,0,4,A,2006-04-29,3,1.67,3.42,4.33,2006,4
noS2pzs6,1,2,20,1,1,D,2006-04-30,3,1.88,3.23,3.53,2006,2
nPhrqo2T,1,3,2,2,0,H,2006-05-07,4,1.46,3.69,6.13,2006,2
nqyRlkYi,1,10,6,1,2,A,2006-05-07,4,1.73,3.29,4.21,2006,3
nshFPENT,1,3,1,2,0,H,2006-07-12,11,1.64,3.41,4.70,2006,2
OAHlFeuR,1,18,7,1,1,D,2006-11-01,32,2.25,3.17,2.80,2006,2
Obmgk8L4,1,11,20,1,0,H,2006-10-15,29,1.79,3.29,4.08,2006,1
OCUnk2Mc,1,2,8,3,2,H,2006-11-19,36,1.81,3.26,3.88,2006,5
OEixzHb3,1,15,7,1,1,D,2006-09-20,25,1.56,3.53,5.22,2006,2
OfyCIUoJ,1,18,5,3,1,H,2006-11-08,34,2.52,3.15,2.49,2006,4
OKCod1Gb,1,14,4,0,5,A,2006-09-03,22,1.74,3.36,4.12,2006,5
OrBBggxA,1,8,1,1,0,H,2006-07-16,12,2.62,3.18,2.38,2006,1
OUD85vE7,1,6,19,1,1,D,2006-04-15,1,2.51,3.27,2.40,2006,2
OvcglDIK,1,11,2,0,1,A,2006-08-27,20,1.57,3.57,5.11,2006,1
OWQLjLd9,1,10,12,1,1,D,2006-10-22,30,2.13,3.15,3.05,2006,2
OYwKQRwt,1,6,11,3,1,H,2006-11-08,34,1.81,3.27,3.89,2006,4
Oz19BtGo,1,8,18,3,1,H,2006-09-09,23,1.57,3.52,5.19,2006,4
OzDZubqp,1,9,13,1,0,H,2006-11-19,36,2.74,3.15,2.31,2006,1
p4x8JAWC,1,2,10,1,2,A,2006-11-08,34,2.41,3.19,2.59,2006,3
p6k6gHDq,1,16,7,1,2,A,2006-11-26,37,3.63,3.29,1.88,2006,3
p6wC1xBR,1,13,4,1,2,A,2006-10-28,31,2.31,3.17,2.77,2006,3
pdK0X2L7,1,11,3,1,0,H,2006-07-22,13,2.24,3.19,2.82,2006,1
pGY8rrna,1,8,5,1,1,D,2006-08-30,21,1.64,3.42,4.65,2006,2
phC7fZM3,1,3,20,0,0,D,2006-07-16,12,1.50,3.65,5.81,2006,0
pjkI9Kpb,1,12,1,0,0,D,2006-09-10,23,2.05,3.20,3.18,2006,0
plxKZD3R,1,14,13,3,0,H,2006-08-23,19,1.71,3.38,4.25,2006,3
pM9Dz374,1,13,17,3,0,H,2006-11-12,35,2.23,3.20,2.82,2006,3
pMVrjr7i,1,1,7,1,1,D,2006-11-18,36,1.62,3.42,4.87,2006,2
pnFUlaRL,1,9,14,3,4,A,2006-10-22,30,2.03,3.19,3.23,2006,7
pQNVuqRg,1,9,5,1,1,D,2006-10-04,27,2.15,3.18,3.00,2006,2
ptfLSE9Q,1,13,18,1,2,A,2006-11-05,33,1.82,3.31,3.80,2006,3
pUDscs1h,1,18,9,0,0,D,2006-09-03,22,1.63,3.43,4.79,2006,0
pUuoYfTF,1,11,9,2,0,H,2006-09-20,25,1.47,3.75,6.21,2006,2
pvF46Kb1,1,2,11,1,0,H,2006-04-15,1,1.89,3.28,3.52,2006,1
pWxhTjPc,1,20,4,2,2,D,2006-08-16,17,1.69,3.33,4.50,2006,4
pxOqufNG,1,16,20,2,1,H,2006-07-13,11,3.06,3.18,2.11,2006,3
Q5pw5daT,1,9,15,1,1,D,2006-09-10,23,2.96,3.20,2.17,2006,2
Q9zkMfZR,1,11,18,1,0,H,2006-08-20,18,1.69,3.42,4.32,2006,1
QczvLJDf,1,20,15,0,0,D,2006-04-16,1,1.91,3.30,3.48,2006,0
QczyNqw5,1,20,17,0,1,A,2006-11-08,34,1.74,3.38,4.10,2006,1
QDOXCyvO,1,7,19,2,3,A,2006-06-03,10,2.06,3.20,3.15,2006,5
Qg0j0bfI,1,2,13,0,1,A,2006-05-31,9,1.55,3.54,5.21,2006,1
QgKxtLkK,1,19,16,1,0,H,2006-04-23,2,1.53,3.53,5.61,2006,1
QmusvExN,1,17,11,1,4,A,2006-07-13,11,2.00,3.24,3.28,2006,5
QPboGyQK,1,2,15,3,2,H,2006-11-01,32,2.36,3.17,2.65,2006,5
QPtHtMGB,1,12,9,1,1,D,2006-08-31,21,1.26,4.78,9.32,2006,2
QTfZo2z1,1,20,8,1,3,A,2006-07-23,13,1.67,3.41,4.44,2006,4
QTG41szl,1,12,15,0,4,A,2006-07-30,14,2.10,3.23,3.05,2006,4
QwvKUzuE,1,10,19,0,1,A,2006-11-05,33,2.27,3.17,2.78,2006,1
QX8iirfj,1,14,20,2,3,A,2006-05-20,6,1.92,3.26,3.44,2006,5
QyR6qfdC,1,5,3,0,2,A,2006-04-30,3,2.23,3.18,2.81,2006,2
r1iCs215,1,4,11,4,0,H,2006-08-31,21,2.34,3.17,2.70,2006,4
r5Ra2NKs,1,16,1,1,0,H,2006-07-30,14,2.56,3.17,2.44,2006,1
rHi0RbUj,1,17,5,0,2,A,2006-11-18,36,1.84,3.25,3.75,2006,2
ri89hyTk,1,8,19,1,4,A,2006-11-26,37,2.29,3.20,2.73,2006,5
rkNGHEsq,1,19,8,1,1,D,2006-08-20,18,1.83,3.28,3.87,2006,2
rNSnfuoB,1,7,6,1,1,D,2006-09-03,22,2.52,3.16,2.48,2006,2
roFWX6jU,1,4,15,4,3,H,2006-10-14,29,2.45,3.16,2.58,2006,7
roX40G7p,1,14,16,2,1,H,2006-09-16,24,1.38,3.95,7.34,2006,3
rPwQritr,1,1,10,0,2,A,2006-08-27,20,1.81,3.29,3.86,2006,2
rR2zF04m,1,15,19,2,1,H,2006-08-06,15,1.44,3.71,6.52,2006,3
rRvUQIKd,1,7,16,1,1,D,2006-08-20,18,1.40,4.02,6.65,2006,2
rsJnezle,1,20,3,2,3,A,2006-10-28,31,1.73,3.39,4.21,2006,5
rur9TaJt,1,1,5,1,3,A,2006-08-12,16,1.75,3.35,4.03,2006,4
rVAo1vuC,1,8,10,0,1,A,2006-05-28,8,1.90,3.24,3.56,2006,1
rVhnWbvn,1,14,8,2,0,H,2006-06-04,10,1.67,3.41,4.46,2006,2
rVWGGJva,1,12,7,1,0,H,2006-05-31,9,1.68,3.38,4.43,2006,1
rwTzvxEd,1,10,17,3,0,H,2006-11-26,37,1.46,3.70,6.42,2006,3
rZpZLabl,1,8,13,2,3,A,2006-04-16,1,1.36,4.04,7.50,2006,5
S2z6coWE,1,13,14,1,1,D,2006-12-03,38,2.37,3.19,2.61,2006,2
S4R3oKLM,1,4,20,2,2,D,2006-11-19,36,1.77,3.33,4.03,2006,4
S8Fnx1QI,1,13,2,3,1,H,2006-10-07,28,1.90,3.23,3.66,2006,4
SdknDPG9,1,6,1,2,4,A,2006-05-21,6,2.53,3.18,2.43,2006,6
SfSdSAv4,1,5,17,1,1,D,2006-08-16,17,1.61,3.42,4.94,2006,2
ShiLECR1,1,8,7,3,0,H,2006-08-23,19,1.85,3.28,3.70,2006,3
SIAqJ61j,1,13,20,3,2,H,2006-08-19,18,2.10,3.20,3.07,2006,5
t62YOMFL,1,17,15,2,2,D,2006-05-24,7,2.45,3.20,2.52,2006,4
t6zVm9mb,1,18,8,2,0,H,2006-05-07,4,1.90,3.27,3.58,2006,2
tbW0RUgA,1,7,1,1,2,A,2006-08-16,17,1.86,3.31,3.63,2006,3
tCuiNhXm,1,9,20,0,3,A,2006-11-05,33,2.37,3.15,2.67,2006,3
tdHfTBte,1,6,5,3,1,H,2006-08-24,19,1.85,3.29,3.68,2006,4
tdu3wd42,1,4,3,1,0,H,2006-08-23,19,2.60,3.18,2.41,2006,1
tGV2vi7n,1,14,3,1,1,D,2006-10-08,28,1.89,3.27,3.62,2006,2
thHvvNe6,1,3,19,2,1,H,2006-10-05,27,2.15,3.18,3.00,2006,3
tI0VCpc7,1,7,9,1,3,A,2006-09-23,26,1.55,3.49,5.49,2006,4
tSB50nX3,1,19,12,3,1,H,2006-05-14,5,2.02,3.24,3.22,2006,4
ttaeAxJI,1,2,6,0,0,D,2006-08-12,16,1.84,3.27,3.76,2006,0
ttivFonc,1,19,5,2,4,A,2006-05-20,6,1.42,3.83,6.61,2006,6
tUpLFIx8,1,13,11,2,5,A,2006-05-27,8,1.94,3.23,3.42,2006,7
tvx6PNtD,1,10,8,2,1,H,2006-10-04,27,1.65,3.51,4.45,2006,3
U11QmO5l,1,15,2,3,2,H,2006-07-23,13,1.58,3.55,5.00,2006,5
